SEQ,COUNTRY,RESIDENCE,SEX,AGE,HINCOME,,MARRIAGE,CHILD,JOB,Q33,Q34_JP,,,,,,,,,,,,,,,,,,,,,,,
174,JP,兵庫県,女性,43歳,200万円未満,1,既婚,いる,専業主婦・主夫,SEQ0174_1.webp,"夕食
2024年1月8日19時ごろ
自宅で家族と話をしながら
中華丼、味噌汁、酢牡蠣を食べた
自分が作った",野菜あんかけ丼（キャベツ、人参、ネギ入りのとろみあんをご飯にかけた丼）、具だくさん味噌汁（豆腐、わかめ、野菜入り）、貝の酢の物または煮物の小鉢の3品構成の和定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0174_1.webp,,#F5DEB3,#8B6914,#6B8E23,#E8622A,#F0E68C,#FAEBD7,#8B4513,650,12,3.8,820,420,18,8,65,5.2,1,和食,1人,家族
175,JP,大阪府,女性,44歳,450万円以上 500万円未満,2,既婚,いる,製造・労務職,SEQ0175_1.webp,"去年のクリスマスの日
午後8時ごろ
家族で食べた夕食の後のケーキ
私が作った",ゴールデンブラウンのワッフルの上にホイップクリームをたっぷりのせ、大粒の新鮮なイチゴを一粒トッピングした洋風デザート。青いセラミックプレートに盛り付けられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0175_1.webp,,#C8392B,#F5F5F5,#D4A55A,#2E6B8A,#8B4513,#F0E68C,#1A3A4A,180,18,0.4,180,320,5,14,42,1.5,1,洋食,1人,家族
176,JP,兵庫県,女性,46歳,350万円以上 400万円未満,2,未婚,いない,無職,SEQ0176_1.webp,夕食、2023年12月21日、19時頃、父と私の幼なじみ、今年あったことについて話しながら、通販で購入したカニ刺し＆カニすき、自分,カニ鍋（かに鍋）。ズワイガニの脚、豆腐、白菜、エノキ、しいたけ、春菊、長ネギを土鍋で煮込んだ日本の冬の定番鍋料理。生のズワイガニ脚が別皿にも盛り付けられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0176_1.webp,,#E8735A,#F5F0E8,#4A7C3F,#C8A882,#8B6914,#F2ECD8,#B5B5B5,2800,8.5,7.2,2400,620,72,8.5,28,6.5,3,和食,3人,友達
177,JP,兵庫県,女性,47歳,わからない／答えたくない,0,既婚,いる,専業主婦・主夫,SEQ0177_1.webp,"20231226の12時頃・昼食撮影
1人
自分で作った温泉卵を使った卵かけご飯と近所のスーパーで買った冷凍から揚げ。",温泉卵をのせた白米（卵かけご飯風）と、揚げ鶏（唐揚げ）の小皿。半熟の卵白と黄身が白飯の上に乗り、醤油がかかっている。シンプルな和食の定番朝食・軽食スタイル。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0177_1.webp,,#F5F5F0,#F4D03F,#F0E68C,#C8A882,#D4A76A,#4A3728,#B8C5D6,380,1.2,1.4,320,520,22,14,72,0.5,1,和食,1人,自分
178,JP,大阪府,女性,47歳,500万円以上 600万円未満,2,既婚,いる,営業・販売職（セールスマン、店員など）,SEQ0178_1.webp,"昼食

2024　１月　15日

13時

配偶者

皿うどん

外食",キャベツ、もやし、魚肉ソーセージ、細切り揚げ麺を使った中華風炒め物。薄い醤油ベースのあんかけソースで仕上げた彩り豊かな一品。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0178_1.webp,,#C8E6A0,#F4A7B0,#F5F0DC,#D4A843,#E8E8E8,#B8D4B0,#C0A882,380,6.2,2.1,520,210,9.5,8.3,24.5,3.8,2,中華,2人,恋人・配偶者
179,JP,兵庫県,女性,48歳,700万円以上 800万円未満,2,既婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0179_1.webp,友人とランチをした時の写真,ハワイアンプレート。グリルシュリンプ、テリヤキビーフ、目玉焼き、白米、グリーンサラダ、トマト、醤油ベースのソースを盛り合わせたロコモコ風定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0179_1.webp,,#E8935A,#F5E6C8,#4A7C3F,#D4451A,#F2C94C,#8B4513,#FFFFFF,520,8,2.8,680,720,42,28,72,4,1,多国籍料理,1人,友達
180,JP,兵庫県,女性,49歳,"900万円以上 1,000万円未満",3,既婚,いる,専業主婦・主夫,SEQ0180_2.webp,"昼食、2023年12月24日、お昼に撮影
自宅で娘と

スマホを見ながらチャーハンを食べました。
小5の娘が冬休みの宿題の家のお手伝いで横から手順を説明しながら1人で作った物を食べました",卵、ウインナー、コーン、グリーンピース、にんじんなどを混ぜた彩り豊かな中華風炒飯。ご飯がパラパラに炒められており、家庭的な一品。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0180_2.webp,,#E8D5A3,#F4C430,#C8102E,#4CAF50,#FFA500,#F5F5F5,#8B4513,280,3.2,1.8,320,420,14.5,12.8,58,3.2,1,中華,1人,家族
181,JP,大阪府,女性,49歳,わからない／答えたくない,0,既婚,いる,事務職（教員も含む）,SEQ0181_1.webp,"夕食
R5.1.17
子供が携帯いじりながら食べてる
ほっけ、ポテサラ、味噌汁",干物の焼き魚（アジの開き）、ポテトサラダ（きゅうり・ハム入り）、具だくさん味噌汁（大根・豆腐・ネギ入り）の和食定食。シンプルな家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0181_1.webp,,#C4813A,#F5E6C8,#8B6914,#E8D5A3,#6B8E6B,#F0F0F0,#8B4513,420,6.5,3.8,820,320,28.5,12,18,2.8,1,和食,1人,家族
182,JP,兵庫県,女性,50歳,わからない／答えたくない,0,既婚,いる,専業主婦・主夫,SEQ0182_1.webp,先ほどたべました,オートミールバー シリアルチョコ味。オーツ麦をベースにチョコレートでコーティングまたは混合した栄養補助食品バー。鉄分11.4mgと食物繊維6.1gを含む健康志向のスナック。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0182_1.webp,,#3D1C02,#F5F0E8,#FFD700,#8B4513,#C0C0C0,#1A1A1A,#F4E4BC,40,10,0.3,150,160,4,5,25,6.1,1,その他,1人,自分
183,JP,大阪府,女性,50歳,200万円未満,1,未婚,いない,無職,SEQ0183_1.webp,"昨年12月19時頃
夕食
家族と一緒に
焼き鳥　自身で調理",焼き鳥（ねぎま）2本。鶏もも肉と長ネギを交互に刺し、タレを塗りながら炭火で香ばしく焼き上げた日本の串焼き料理。表面に焦げ目があり、照り輝くタレが食欲をそそる。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0183_1.webp,,#2C1810,#8B3A1A,#4A5E2A,#D4651E,#1A1A1A,#C8861A,#6B4423,120,6.5,1.2,380,210,18.5,10.2,8.5,0.8,1,和食,1人,家族
184,JP,兵庫県,女性,52歳,"1,100万円以上 1,200万円未満",3,既婚,いる,事務職（教員も含む）,SEQ0184_1.webp,"2024年１月４日19時半ころ
夕食を息子二人とともに近所の定食屋にて。
食べたものは、唐揚げ、ビール。",唐揚げ、焼きそば、キャベツサラダのプレート、醤油ラーメン、唐揚げの小皿、コーンの黒碗、ビールのセット。揚げ物中心の日本の居酒屋風定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0184_1.webp,,#C4722A,#F5C842,#4A3728,#8B9E6A,#D4A017,#F0EAD6,#B8860B,1800,28,6.5,980,1850,72,68,210,8,2,和食,2人,家族
185,JP,兵庫県,女性,52歳,わからない／答えたくない,0,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0185_1.webp,"昼食
2024年1月15日14時ごろ
年上の友人と
会話しながら
オムそば定食
お店の人
大阪市内",オムレツ風の卵焼きにウスターソースをかけたお好み焼き風の一品。白米、味噌汁、漬物、豆腐の小鉢が添えられた定食スタイル。紅生姜とマヨネーズがトッピング。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0185_1.webp,,#F5E642,#5C3317,#FFFFFF,#F5F5DC,#8B4513,#FF6347,#D2B48C,750,18,3.8,620,780,28,22,105,3.2,1,和食,1人,友達
186,JP,大阪府,女性,52歳,350万円以上 400万円未満,2,離別,いない,製造・労務職,SEQ0186_1.webp,2023年10月28日、昼食12:30ごろ　友達と喋りながら久宝寺で、たこのせいろ蒸しを食べた。,タコと竹の子の炊き込みご飯を木製せいろで提供。小ぶりのうどん（わかめ・麩・ネギ入り）と冷奴が添えられた和食定食。だし醤油で炊いた茶色のご飯が特徴的。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0186_1.webp,,#C8935A,#8B4513,#F5F0E8,#2C5F2E,#D4C5A9,#F0EDE8,#6B6B6B,750,8.5,3.8,680,720,28.5,6.2,130,4.2,1,和食,1人,友達
187,JP,大阪府,女性,55歳,400万円以上 450万円未満,2,既婚,いる,専業主婦・主夫,SEQ0187_1.webp,"昼食
1月11日
12時頃
レストラン
夫、子供と
出かけたついでに
和食
料理店",天ぷら定食。エビ・野菜の天ぷら、豚肉の生姜焼き、白米、冷奴、蕎麦入りスープ、漬物、デザートで構成された彩り豊かな和定食セット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0187_1.webp,,#F5F0E8,#C8A96E,#4A7C3F,#D4533A,#8B6914,#F2E8D0,#2C3E2D,950,18,4.8,820,780,32,22,105,6,1,和食,1人,家族
188,JP,兵庫県,女性,56歳,200万円以上 250万円未満,1,離別,いる,製造・労務職,SEQ0188_2.webp,"お昼Macで軽くランチ
一人で。
人と付き合うのが、しんどい",マクドナルド日本限定メニュー。厚肉感ビーフ＆切り物ポテトパイ、濃いベルギーショコラパイ、アイスコーヒーのセット。チョコレートクリーム27%使用のデザートパイと肉厚ビーフのパイが特徴的。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0188_2.webp,,#C8A45A,#2C1A0E,#D4380D,#F5F0E8,#8B6914,#1A1A1A,#F0E6D3,420,38,1.8,280,620,9,28,82,2.5,1,洋食,1人,自分
190,JP,大阪府,女性,59歳,"1,200万円以上 1,500万円未満",3,既婚,いる,専業主婦・主夫,SEQ0190_1.webp,夕食　2023年9月9日　19時頃　外食先で夫と　酒を飲みながら和食を食べました　お店の料理人が作った料理,刺身盛り合わせ（マグロ、サーモン、白身魚）、タコと野菜の酢の物、煮物（里芋・椎茸）、つぶ貝の串焼きを含む和食コース料理。彩り豊かで本格的な日本料理の小鉢セット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0190_1.webp,,#C0392B,#E8A87C,#F5CBA7,#2E86AB,#7DCEA0,#F4D03F,#5D4037,380,8.5,3.2,920,285,32,9.5,14,2.8,1,和食,1人,恋人・配偶者
